Date ,Close 
10-May-13,16.86
11-May-13,16.84
13-May-13,17.51
14-May-13,17.17
15-May-13,18.13
16-May-13,17.74
17-May-13,17.57
20-May-13,17.71
21-May-13,17.88
22-May-13,17.72
23-May-13,18.73
24-May-13,17.7
27-May-13,17.03
28-May-13,17.12
29-May-13,17.86
30-May-13,16.04
31-May-13,16.99
03-Jun-13,17.29
04-Jun-13,17.26
05-Jun-13,16.78
06-Jun-13,17.35
07-Jun-13,17.35
10-Jun-13,18.11
11-Jun-13,19.49
12-Jun-13,18.85
13-Jun-13,19.44
14-Jun-13,18.35
17-Jun-13,18.18
18-Jun-13,18.29
19-Jun-13,18.46
20-Jun-13,19.19
21-Jun-13,19.03
24-Jun-13,21.01
25-Jun-13,21.14
26-Jun-13,21.07
27-Jun-13,18.85
28-Jun-13,17.95
01-Jul-13,18.09
02-Jul-13,18.21
03-Jul-13,18.91
04-Jul-13,18.58
05-Jul-13,18.67
08-Jul-13,19.34
09-Jul-13,19.32
10-Jul-13,19.98
11-Jul-13,18.89
12-Jul-13,18.69
15-Jul-13,18.79
16-Jul-13,18.99
17-Jul-13,19.36
18-Jul-13,18.27
19-Jul-13,18.13
22-Jul-13,17.63
23-Jul-13,16.72
24-Jul-13,16.91
25-Jul-13,16.72
26-Jul-13,16.78
29-Jul-13,18.25
30-Jul-13,18.12
31-Jul-13,18.77
01-Aug-13,19.81
02-Aug-13,20.89
05-Aug-13,20.8
06-Aug-13,22.73
07-Aug-13,22.04
08-Aug-13,21.19
12-Aug-13,21.28
13-Aug-13,19.26
14-Aug-13,18.7
16-Aug-13,23.64
19-Aug-13,25.59
20-Aug-13,27.23
21-Aug-13,28.09
22-Aug-13,27.68
23-Aug-13,25.75
26-Aug-13,26.38
27-Aug-13,29.42
28-Aug-13,32.38
29-Aug-13,29.41
30-Aug-13,27.81
02-Sep-13,27.55
03-Sep-13,32.49
04-Sep-13,31.11
05-Sep-13,28.53
06-Sep-13,28.65
10-Sep-13,29.44
11-Sep-13,29.75
12-Sep-13,29.71
13-Sep-13,28.29
16-Sep-13,28.82
17-Sep-13,27.93
18-Sep-13,27.69
19-Sep-13,24.5
20-Sep-13,24.73
23-Sep-13,27.02
24-Sep-13,26.72
25-Sep-13,25.68
26-Sep-13,24
27-Sep-13,24.06
30-Sep-13,26.65
01-Oct-13,25.77
03-Oct-13,25.17
04-Oct-13,26.13
07-Oct-13,26.83
08-Oct-13,26.55
09-Oct-13,25.87
10-Oct-13,25.88
11-Oct-13,23.59
14-Oct-13,22.85
15-Oct-13,23.24
17-Oct-13,21.06
18-Oct-13,20.12
21-Oct-13,20.18
22-Oct-13,19.96
23-Oct-13,20.35
24-Oct-13,20.64
25-Oct-13,20.42
28-Oct-13,21.29
29-Oct-13,19.76
30-Oct-13,19.53
31-Oct-13,18.39
01-Nov-13,18.64
03-Nov-13,19.49
05-Nov-13,19.94
06-Nov-13,20.25
07-Nov-13,19.87
08-Nov-13,19.64
11-Nov-13,19.98
12-Nov-13,20.86
13-Nov-13,20.45
14-Nov-13,19.26
18-Nov-13,18.82
19-Nov-13,19.3
20-Nov-13,20.83
21-Nov-13,21.14
22-Nov-13,20.04
25-Nov-13,21.05
26-Nov-13,21.59
27-Nov-13,21.14
28-Nov-13,20.71
29-Nov-13,21.38
02-Dec-13,23.36
03-Dec-13,24.72
04-Dec-13,23.71
05-Dec-13,21.68
06-Dec-13,22.21
09-Dec-13,19.16
10-Dec-13,17.98
11-Dec-13,17.54
12-Dec-13,17.74
13-Dec-13,17.84
16-Dec-13,18.36
17-Dec-13,18.33
18-Dec-13,17.54
19-Dec-13,16.58
20-Dec-13,16.02
23-Dec-13,16.26
24-Dec-13,15.58
26-Dec-13,14.88
27-Dec-13,14.66
30-Dec-13,15.08
31-Dec-13,15.12
01-Jan-14,15.58
02-Jan-14,16.55
03-Jan-14,15.87
06-Jan-14,16.5
07-Jan-14,16.32
08-Jan-14,16.32
09-Jan-14,16.18
10-Jan-14,15.58
13-Jan-14,15.95
14-Jan-14,15.74
15-Jan-14,15.42
16-Jan-14,15.54
17-Jan-14,15.41
20-Jan-14,15.35
21-Jan-14,15.55
22-Jan-14,15.85
23-Jan-14,15.58
24-Jan-14,15.83
27-Jan-14,18.67
28-Jan-14,17.72
29-Jan-14,18.04
30-Jan-14,17.25
31-Jan-14,16.82
03-Feb-14,18.27
04-Feb-14,18.69
05-Feb-14,18.93
06-Feb-14,18.94
07-Feb-14,18.55
10-Feb-14,19.05
11-Feb-14,18.63
12-Feb-14,17.43
13-Feb-14,17.8
14-Feb-14,16.66
17-Feb-14,15.83
18-Feb-14,15.41
19-Feb-14,15.07
20-Feb-14,15.16
21-Feb-14,14.04
24-Feb-14,14.3575
25-Feb-14,13.95
26-Feb-14,13.955
28-Feb-14,14.1775
03-Mar-14,15.2825
04-Mar-14,14.3925
05-Mar-14,13.8425
06-Mar-14,14.475
07-Mar-14,16.72
10-Mar-14,17.7775
11-Mar-14,17.325
12-Mar-14,17.04
13-Mar-14,16.82
14-Mar-14,16.4475
18-Mar-14,17.1275
19-Mar-14,16.8825
20-Mar-14,16.91
21-Mar-14,16.185
22-Mar-14,15.875
24-Mar-14,16.5375
25-Mar-14,16.92
26-Mar-14,17.765
27-Mar-14,18.3725
28-Mar-14,18.63
31-Mar-14,21.6225
01-Apr-14,20.685
02-Apr-14,21.2125
03-Apr-14,22.1075
04-Apr-14,22.6875
07-Apr-14,24.9525
09-Apr-14,26.9125
10-Apr-14,28.7175
11-Apr-14,29.185
15-Apr-14,31.875
16-Apr-14,31.16
17-Apr-14,30.8525
21-Apr-14,34.385
22-Apr-14,33.355
23-Apr-14,31.1325
25-Apr-14,30.68
28-Apr-14,31.385
29-Apr-14,31.05
30-Apr-14,30.5925
02-May-14,33.055
05-May-14,34.1875
06-May-14,33.2675
07-May-14,33.6125
08-May-14,34.3
09-May-14,37.705
12-May-14,37.105
13-May-14,32.0475
14-May-14,32.42
15-May-14,36.765
16-May-14,24.2925
19-May-14,20.63
20-May-14,19.2325
21-May-14,17.91
22-May-14,17.835
23-May-14,17.705
26-May-14,19.84
27-May-14,19.1
28-May-14,17.5575
29-May-14,16.69
30-May-14,16.335
02-Jun-14,16.4975
03-Jun-14,15.795
04-Jun-14,15.565
05-Jun-14,15.4475
06-Jun-14,15.9825
09-Jun-14,17.095
10-Jun-14,16.6625
11-Jun-14,17.06
12-Jun-14,16.9025
13-Jun-14,17.7625
16-Jun-14,17.9825
17-Jun-14,17.695
18-Jun-14,18.58
19-Jun-14,18.7425
20-Jun-14,18.8475
23-Jun-14,18.9625
24-Jun-14,19.1875
25-Jun-14,18.3125
26-Jun-14,17.7025
27-Jun-14,17.6275
30-Jun-14,17.8725
01-Jul-14,17.6625
02-Jul-14,17.57
03-Jul-14,17.805
04-Jul-14,18.155
07-Jul-14,19.4075
08-Jul-14,19.18
09-Jul-14,18.1875
10-Jul-14,15.965
11-Jul-14,15.7225
14-Jul-14,15.5625
15-Jul-14,14.7675
16-Jul-14,14.73
17-Jul-14,14.965
18-Jul-14,15.095
21-Jul-14,14.8975
22-Jul-14,14.64
23-Jul-14,14.69
24-Jul-14,14.72
25-Jul-14,14.22
28-Jul-14,14.3225
30-Jul-14,13.8875
31-Jul-14,13.8225
01-Aug-14,15.22
04-Aug-14,14.815
05-Aug-14,13.9475
06-Aug-14,14.2975
07-Aug-14,14.1375
08-Aug-14,14.6175
11-Aug-14,13.9975
12-Aug-14,13.4675
13-Aug-14,13.7625
14-Aug-14,13.22
18-Aug-14,13.5025
19-Aug-14,13.905
20-Aug-14,13.66
21-Aug-14,13.7325
22-Aug-14,13.62
25-Aug-14,13.7875
26-Aug-14,13.9025
27-Aug-14,13.0625
28-Aug-14,13.0675
01-Sep-14,13.53
02-Sep-14,13.4475
03-Sep-14,13.3925
04-Sep-14,13.0775
05-Sep-14,12.935
08-Sep-14,12.7925
09-Sep-14,12.7575
10-Sep-14,12.93
11-Sep-14,12.5175
12-Sep-14,12.365
15-Sep-14,13.255
16-Sep-14,13.2825
17-Sep-14,12.9475
18-Sep-14,12.325
19-Sep-14,11.8875
22-Sep-14,11.565
23-Sep-14,12.41
24-Sep-14,12.535
25-Sep-14,13.2975
26-Sep-14,12.9275
29-Sep-14,13.385
30-Sep-14,13.145
01-Oct-14,13
07-Oct-14,14.4625
08-Oct-14,14.1125
09-Oct-14,13.155
10-Oct-14,14.33
13-Oct-14,14.5
14-Oct-14,14.5925
16-Oct-14,16.4325
17-Oct-14,16.4
20-Oct-14,14.19
21-Oct-14,13.33
22-Oct-14,13.03
23-Oct-14,12.8625
